# Time(ps)    MSD_potential 22(A^2)    MSD_potential 26(A^2)    MSD_pruned_1(A^2)    MSD_pruned_2(A^2)    MSD_pruned_3(A^2)
    217.9000    5807.4355    6795.5659    5465.2842    5629.6182    5619.6167
    218.0000    5815.5396    6795.2280    5472.4365    5635.4805    5624.1123
    218.1000    5812.2383    6799.5161    5466.8125    5632.7432    5619.6680
    218.2000    5825.4336    6796.2852    5462.3428    5628.4468    5619.1318
    218.3000    5830.1245    6791.6597    5466.4292    5626.8311    5625.5068
    218.4000    5843.5459    6801.3438    5462.1377    5633.0947    5628.5146
    218.5000    5858.1470    6816.1353    5456.1538    5640.4731    5645.9629
    218.6000    5866.2637    6823.1074    5462.1206    5640.6006    5642.4956
    218.7000    5870.5210    6815.0215    5476.2847    5643.2930    5643.0405
    218.8000    5868.4561    6804.3555    5487.2710    5649.0371    5647.3809
    218.9000    5880.0176    6798.7324    5493.1899    5656.3623    5640.8623
    219.0000    5877.2144    6804.4062    5499.2144    5657.0269    5641.6230
    219.1000    5870.6807    6804.3789    5506.2222    5656.7427    5642.8867
    219.2000    5871.8413    6803.8433    5509.6567    5649.8633    5658.5127
    219.3000    5874.4995    6809.1934    5509.3760    5646.2314    5682.4463
    219.4000    5879.2026    6808.2627    5509.3169    5652.1729    5697.2407
    219.5000    5882.5903    6803.5542    5521.0508    5646.7510    5700.8696
    219.6000    5881.2949    6797.1426    5526.2012    5653.3062    5704.3252
    219.7000    5882.3657    6792.6182    5525.7686    5662.2646    5715.3462
    219.8000    5881.7500    6792.6089    5523.2168    5666.6055    5710.4121
    219.9000    5881.3184    6806.4492    5538.6367    5662.6587    5706.2036
    220.0000    5877.2349    6815.9600    5539.0737    5664.3242    5701.8066
    220.1000    5879.4312    6822.2153    5544.9600    5661.8394    5710.9185
    220.2000    5893.1738    6824.2710    5543.3633    5656.3442    5716.8271
    220.3000    5898.6831    6825.0835    5542.2744    5659.7417    5718.1494
    220.4000    5901.8208    6828.3071    5538.2319    5660.3369    5728.2241
    220.5000    5908.9917    6830.3032    5536.9731    5664.3623    5735.2402
    220.6000    5907.6553    6836.5996    5537.4282    5665.9697    5739.1494
    220.7000    5905.5439    6829.4004    5537.2993    5672.3911    5737.5542
    220.8000    5893.8540    6830.9067    5546.1543    5673.7300    5740.6646
    220.9000    5899.2939    6822.1411    5549.1162    5684.9844    5746.8662
    221.0000    5902.3726    6818.6978    5549.9087    5687.7153    5757.6001
    221.1000    5905.9473    6819.3496    5553.4849    5687.7290    5757.8193
    221.2000    5913.5879    6821.3823    5561.2617    5700.4165    5757.7432
    221.3000    5917.4937    6836.5874    5558.2051    5704.8633    5761.4028
    221.4000    5925.4551    6849.8989    5555.9185    5696.8101    5771.4351
    221.5000    5939.0581    6853.0942    5558.0283    5694.6348    5783.0474
    221.6000    5951.7588    6867.5762    5556.3135    5694.5605    5784.0303
    221.7000    5957.4238    6866.3262    5563.3599    5702.1401    5793.0845
    221.8000    5959.3149    6868.7988    5570.8438    5704.1782    5799.6030
    221.9000    5963.5654    6883.1260    5565.3340    5708.5601    5805.3159
    222.0000    5961.3447    6888.2456    5568.6587    5701.9292    5821.5005
    222.1000    5959.7163    6886.5933    5563.6919    5703.6660    5821.0137
    222.2000    5957.4731    6887.6040    5559.3228    5708.7988    5820.8062
    222.3000    5964.4932    6891.0151    5564.5752    5713.8208    5826.0757
    222.4000    5969.1978    6899.0195    5567.3306    5700.6519    5823.9956
    222.5000    5976.7729    6889.4932    5570.7466    5691.0176    5827.9771
    222.6000    5973.9238    6878.6621    5571.8877    5690.2114    5827.0522
    222.7000    5967.9409    6882.6597    5577.1934    5692.0010    5836.9189
    222.8000    5958.2275    6886.3589    5568.7178    5697.2588    5838.5615
    222.9000    5967.5659    6881.1099    5572.8403    5709.4282    5845.8691
    223.0000    5963.1792    6886.1875    5574.3760    5720.8931    5847.1367
    223.1000    5964.7065    6889.7744    5578.8774    5730.9971    5851.3901
    223.2000    5948.2935    6899.1699    5580.6553    5731.7690    5856.5322
    223.3000    5947.0601    6899.7427    5573.0312    5727.7500    5855.9863
    223.4000    5950.0649    6901.5396    5580.4688    5711.1489    5858.8149
    223.5000    5960.2178    6909.3960    5585.7280    5705.5835    5856.1807
    223.6000    5966.8994    6908.2100    5588.8208    5712.5439    5852.1270
    223.7000    5978.6909    6907.3911    5608.8926    5700.7900    5842.3398
    223.8000    5970.4976    6888.8770    5625.7524    5707.1689    5842.0093
    223.9000    5968.8315    6881.6113    5630.1914    5712.9697    5848.4473
    224.0000    5970.2637    6884.0288    5627.8540    5707.3438    5848.8501
    224.1000    5974.9854    6877.2822    5625.9697    5702.7881    5846.2456
    224.2000    5979.3384    6874.2661    5629.7256    5699.8945    5847.7930
    224.3000    5970.7681    6875.6885    5633.6289    5700.5044    5853.5186
    224.4000    5960.4907    6869.1294    5634.5625    5695.3042    5845.5103
    224.5000    5955.1309    6884.5869    5636.9731    5698.9189    5842.5083
    224.6000    5958.8276    6900.9780    5647.5103    5700.2407    5860.4238
    224.7000    5964.4590    6899.0195    5657.6562    5695.4722    5863.5024
    224.8000    5958.0962    6908.5601    5666.1138    5707.2119    5866.2061
    224.9000    5951.1831    6914.8496    5674.2803    5712.4917    5876.5239
    225.0000    5938.6333    6908.6274    5679.2964    5713.3403    5890.4751
    225.1000    5942.9771    6897.7412    5682.0474    5721.8340    5898.6377
    225.2000    5958.3345    6894.3262    5687.6724    5722.5845    5895.9790
    225.3000    5971.7803    6884.8438    5693.5630    5731.9053    5894.3428
    225.4000    5978.4873    6884.6816    5692.8584    5733.7832    5895.6353
    225.5000    5979.8945    6891.3750    5697.1284    5738.1006    5890.9072
    225.6000    5976.0278    6889.3354    5700.0684    5735.4624    5898.2227
    225.7000    5982.2524    6894.0083    5702.3540    5721.8882    5911.5522
    225.8000    5984.7441    6894.6411    5706.3374    5718.4375    5910.9932
    225.9000    5987.9062    6896.2554    5706.2729    5725.3750    5906.0356
    226.0000    5989.3550    6905.3350    5715.6758    5722.1338    5900.4780
    226.1000    5995.4136    6913.3115    5720.5249    5733.3403    5899.3711
    226.2000    5993.9321    6922.8750    5716.0557    5740.9414    5889.5776
    226.3000    6008.0762    6921.1646    5720.8867    5738.5981    5884.5815
    226.4000    6017.5039    6915.8809    5717.9355    5748.8687    5876.8853
    226.5000    6022.3096    6921.9917    5713.3965    5755.4258    5883.8804
    226.6000    6022.6621    6922.6138    5713.3594    5759.8008    5886.7656
    226.7000    6036.0874    6924.2246    5722.1807    5770.8706    5879.9097
    226.8000    6055.0557    6921.2651    5726.6260    5779.3794    5880.7314
    226.9000    6063.0508    6924.2510    5732.9810    5787.7363    5882.7427
    227.0000    6066.9658    6932.9536    5733.6211    5786.7021    5885.1274
    227.1000    6071.2119    6935.2773    5743.0850    5796.2397    5885.2222
    227.2000    6063.7207    6945.6606    5738.2129    5800.1665    5882.8262
    227.3000    6063.2075    6957.5825    5734.0405    5801.8179    5880.7881
    227.4000    6070.2949    6975.0269    5723.5649    5795.6934    5877.6519
    227.5000    6063.4165    6976.7510    5725.9165    5787.8413    5865.4629
    227.6000    6065.3652    6985.0742    5723.8149    5790.8564    5877.5464
    227.7000    6073.4004    6995.1118    5726.1606    5796.9004    5879.7031
    227.8000    6069.3354    7006.4458    5724.6055    5805.8760    5879.1538
    227.9000    6081.7095    7014.2417    5721.4937    5820.5679    5883.1279
    228.0000    6087.7568    7017.5825    5731.6250    5825.3945    5886.6631
    228.1000    6093.5459    7019.0566    5734.3726    5834.7896    5888.5288
    228.2000    6102.4907    7008.3804    5742.4648    5842.3843    5894.0396
    228.3000    6100.9727    7000.2998    5750.7383    5838.6973    5901.9756
    228.4000    6099.2197    6996.9629    5750.6318    5839.9028    5919.0068
    228.5000    6092.4878    7004.2021    5755.5605    5842.4292    5918.0635
    228.6000    6099.8125    7002.3379    5763.3438    5845.5215    5908.1597
    228.7000    6095.9648    7004.6592    5775.1685    5845.1064    5912.0869
    228.8000    6093.7153    6993.2407    5787.7651    5858.0371    5916.0181
    228.9000    6097.0039    6986.8833    5790.6528    5878.2666    5911.6597
    229.0000    6096.0220    6983.7163    5796.1040    5882.6777    5920.2144
    229.1000    6080.7095    6980.3081    5809.2803    5894.2988    5926.1460
    229.2000    6075.1606    6978.7637    5817.5747    5902.5786    5930.6147
    229.3000    6072.9302    6976.1113    5817.0273    5901.4629    5926.5239
    229.4000    6068.9399    6979.2383    5824.2305    5906.8887    5925.9536
    229.5000    6070.2310    6985.6909    5820.6943    5909.7676    5932.2334
    229.6000    6072.9590    7004.7129    5831.7070    5908.7808    5943.2974
    229.7000    6074.1055    7009.3252    5822.4746    5906.1367    5943.4688
    229.8000    6073.1758    7011.2471    5824.5303    5908.8418    5947.1748
    229.9000    6079.6450    7021.8506    5822.0054    5908.8730    5949.4121
    230.0000    6082.7275    7019.4248    5842.4561    5916.1313    5950.6587
    230.1000    6095.0488    7017.6196    5848.6943    5914.7915    5955.5103
    230.2000    6100.1206    7017.7246    5855.2856    5905.7471    5964.5410
    230.3000    6098.0684    7014.6387    5858.6519    5907.7036    5976.3447
    230.4000    6104.1646    7006.8691    5861.3511    5912.4780    5980.6353
    230.5000    6109.3960    7010.6387    5855.4092    5918.3887    5982.6426
    230.6000    6109.8960    7031.7280    5849.4941    5922.6318    5990.7100
    230.7000    6117.4185    7037.1147    5844.7178    5921.7505    5999.0649
    230.8000    6119.1748    7043.2544    5841.0161    5927.1089    6001.4956
    230.9000    6107.5977    7054.8042    5827.7061    5932.3853    6001.3013
    231.0000    6103.3555    7061.7930    5826.3462    5940.3379    6007.8525
    231.1000    6107.4116    7060.9409    5821.6494    5950.6294    6011.3042
    231.2000    6114.8345    7068.2847    5818.5146    5950.6865    6003.5459
    231.3000    6131.9160    7078.5151    5823.3843    5961.0684    6014.8223
    231.4000    6150.2749    7079.2002    5821.9097    5973.1274    6025.2051
    231.5000    6162.8218    7083.4932    5810.8818    5974.8081    6038.8008
    231.6000    6170.5591    7085.0029    5803.2788    5975.4380    6036.8462
    231.7000    6177.3086    7092.2222    5804.9604    5990.7417    6035.9487
    231.8000    6177.2651    7093.5186    5801.0371    6008.3472    6032.0288
    231.9000    6181.2710    7097.2354    5807.0269    6012.7651    6026.6255
    232.0000    6179.5649    7092.8008    5805.8467    6007.3159    6026.0566
    232.1000    6178.6885    7092.1318    5803.2842    6010.3276    6027.3354
    232.2000    6169.0981    7100.8979    5798.3809    6004.7305    6030.3599
    232.3000    6163.4287    7107.9854    5792.4707    5996.1250    6035.9839
    232.4000    6161.0762    7128.5835    5793.3081    5992.2456    6033.7778
    232.5000    6179.2563    7127.2686    5797.0000    6002.2075    6024.0688
    232.6000    6192.3960    7126.7593    5795.0449    6015.6367    6039.7905
    232.7000    6197.9282    7142.5044    5803.3101    6020.5913    6044.5742
    232.8000    6196.2124    7145.5347    5817.8726    6032.2520    6058.3354
    232.9000    6187.9512    7142.5581    5837.6094    6030.0835    6055.7769
    233.0000    6189.7148    7142.0044    5846.6318    6036.2856    6055.6699
    233.1000    6198.0396    7144.9561    5860.2100    6031.4092    6057.3706
    233.2000    6193.5581    7150.8442    5877.0957    6033.4224    6063.8193
    233.3000    6193.9165    7159.8530    5883.7085    6029.0522    6069.8320
    233.4000    6196.8066    7176.4541    5890.0752    6016.5410    6082.1943
    233.5000    6209.1948    7172.5591    5895.7998    6024.1167    6086.1396
    233.6000    6228.3721    7157.7002    5900.9492    6032.6851    6089.5527
    233.7000    6219.7847    7159.8311    5906.6123    6040.7510    6095.7842
    233.8000    6222.0088    7161.6479    5906.7197    6038.1709    6099.1714
    233.9000    6223.5635    7169.6597    5902.2778    6053.3345    6098.1572
    234.0000    6228.4824    7177.8086    5901.7104    6060.0396    6099.8379
    234.1000    6223.0151    7173.7324    5908.2227    6061.0366    6100.4155
    234.2000    6216.2759    7182.0034    5915.3252    6060.0615    6108.2871
    234.3000    6217.2856    7189.5356    5900.6064    6061.5093    6112.2729
    234.4000    6210.1470    7194.0059    5899.8252    6075.3428    6113.6318
    234.5000    6215.1006    7186.9473    5894.2773    6088.1499    6107.9854
    234.6000    6225.1260    7187.0444    5907.4873    6100.4053    6114.0742
    234.7000    6237.1621    7185.0000    5906.0625    6117.1401    6113.6533
    234.8000    6234.7134    7187.7310    5919.1416    6116.8843    6102.7524
    234.9000    6236.2720    7195.1562    5928.5728    6119.9199    6104.4229
    235.0000    6245.7866    7195.3647    5934.1646    6114.1909    6110.2212
    235.1000    6255.2070    7189.3975    5949.2612    6110.5645    6119.7979
    235.2000    6258.2104    7190.4731    5957.2964    6111.6426    6117.6465
    235.3000    6258.8286    7191.8926    5967.7075    6117.5405    6126.5898
    235.4000    6262.8433    7199.5669    5978.8667    6129.0659    6126.8242
    235.5000    6259.4819    7206.3779    5982.3125    6136.9438    6132.0762
    235.6000    6249.9907    7213.2104    5986.3472    6142.1748    6125.8833
    235.7000    6243.5752    7218.3550    5984.8887    6148.4185    6118.6411
    235.8000    6241.5244    7228.4648    5992.9468    6166.9731    6115.9346
    235.9000    6243.7407    7236.3286    5999.8101    6173.1436    6105.2852
    236.0000    6241.5449    7237.1992    6008.7852    6184.3667    6100.5083
    236.1000    6240.3711    7238.3379    6019.2310    6195.3667    6099.8960
    236.2000    6243.0176    7250.7310    6024.7876    6205.9346    6100.6284
    236.3000    6251.8408    7269.8369    6021.8188    6209.3638    6099.0708
    236.4000    6271.2505    7277.7881    6021.7915    6207.1831    6110.4595
    236.5000    6280.0034    7280.6460    6015.2593    6210.9585    6104.7622
    236.6000    6289.9663    7276.4946    6016.0791    6218.7026    6103.2681
    236.7000    6293.6646    7292.9619    6014.8633    6214.1631    6099.5903
    236.8000    6290.6030    7299.9692    6016.0190    6221.1445    6104.5024
    236.9000    6291.6426    7293.2637    6012.4585    6228.6899    6111.9961
